fid,gid,objeto,fna,gna,nam,PROVINCIA,ACTIVIDAD,JUL_2020,AGO_2020,SEP_2020,OCT_2020,NOV_2020,DIC_2020,ENE_2021,FEB_2021,MAR_2021,ABR_2021,MAY_2021,JUN_2021,JUL_2021,AGO_2021,SEP_2021,OCT_2021,NOV_2021,DIC_2021,ENE_2022,FEB_2022,MAR_2022,ABR_2022,MAY_2022,JUN_2022,JUL_2022,AGO_2022,SEP_2022,OCT_2022,NOV_2022,DIC_2022,ENE_2023,FEB_2023,MAR_2023,ABR_2023,MAY_2023,JUN_2023,JUL_2023,AGO_2023,SEP_2023,OCT_2023,NOV_2023,DIC_2023,ENE_2024,FEB_2024,MAR_2024,ABR_2024,MAY_2024,JUN_2024,JUL_2024,AGO_2024,SEP_2024
88,1222,Departamento,Partido de Junín,Partido,Junín,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1469,Departamento,Departamento La Capital,Departamento,La Capital,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1087,Departamento,Partido de La Costa,Partido,La Costa,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1073,Departamento,Partido de La Matanza,Partido,La Matanza,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1365,Departamento,Departamento La Paz,Departamento,La Paz,ENTRE RÍOS,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1329,Departamento,Partido de La Plata,Partido,La Plata,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1121,Departamento,Departamento Laishi,Departamento,Laishi,FORMOSA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1320,Departamento,Partido de Lanús,Partido,Lanús,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1263,Departamento,Partido de Laprida,Partido,Laprida,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1428,Departamento,Departamento Las Colonias,Departamento,Las Colonias,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1065,Departamento,Partido de Las Flores,Partido,Las Flores,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1511,Departamento,Departamento Lavalle,Departamento,Lavalle,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1294,Departamento,Partido de Leandro N. Alem,Partido,Leandro N. Alem,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1486,Departamento,Departamento Leandro N. Alem,Departamento,Leandro N. Alem,MISIONES,PSICULTURA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1110,Departamento,Partido de Lezama,Partido,Lezama,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1324,Departamento,Departamento Libertad,Departamento,Libertad,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1295,Departamento,Departamento Libertador General San Martín,Departamento,Libertador General San Martín,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,1495,Departamento,Departamento Libertador General San Martín,Departamento,Libertador General San Martín,MISIONES,PSICULTURA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1435,Departamento,Departamento Lihuel Calel,Departamento,Lihuel Calel,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1437,Departamento,Departamento Limay Mahuida,Departamento,Limay Mahuida,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1231,Departamento,Partido de Lincoln,Partido,Lincoln,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1270,Departamento,Partido de Lobería,Partido,Lobería,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1248,Departamento,Partido de Lobos,Partido,Lobos,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1321,Departamento,Partido de Lomas de Zamora,Partido,Lomas de Zamora,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,1448,Departamento,Departamento Loventué,Departamento,Loventué,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1225,Departamento,Partido de Luján,Partido,Luján,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1088,Departamento,Partido de Magdalena,Partido,Magdalena,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1070,Departamento,Partido de Maipú,Partido,Maipú,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1183,Departamento,Departamento Maipú,Departamento,Maipú,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1229,Departamento,Partido de Malvinas Argentinas,Partido,Malvinas Argentinas,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1083,Departamento,Partido de Mar Chiquita,Partido,Mar Chiquita,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1439,Departamento,Departamento Maracó,Departamento,Maracó,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1550,Departamento,Departamento Marcos Juárez,Departamento,Marcos Juárez,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1241,Departamento,Partido de Marcos Paz,Partido,Marcos Paz,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1152,Departamento,Departamento Matacos,Departamento,Matacos,FORMOSA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1162,Departamento,Departamento Mayor Luis J. Fontana,Departamento,Mayor Luis J. Fontana,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1503,Departamento,Departamento Mburucuyá,Departamento,Mburucuyá,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1223,Departamento,Partido de Mercedes,Partido,Mercedes,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1505,Departamento,Departamento Mercedes,Departamento,Mercedes,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1213,Departamento,Partido de Merlo,Partido,Merlo,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1531,Departamento,Departamento Minas,Departamento,Minas,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1210,Departamento,Partido de Monte,Partido,Monte,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1516,Departamento,Departamento Monte Caseros,Departamento,Monte Caseros,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1269,Departamento,Partido de Monte Hermoso,Partido,Monte Hermoso,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1482,Departamento,Departamento Montecarlo,Departamento,Montecarlo,MISIONES,PSICULTURA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1072,Departamento,Partido de Moreno,Partido,Moreno,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1227,Departamento,Partido de Morón,Partido,Morón,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1245,Departamento,Partido de Navarro,Partido,Navarro,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1105,Departamento,Partido de Necochea,Partido,Necochea,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1363,Departamento,Departamento Nogoyá,Departamento,Nogoyá,ENTRE RÍOS,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1071,Departamento,Departamento O'Higgins,Departamento,O'Higgins,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1484,Departamento,Departamento Oberá,Departamento,Oberá,MISIONES,PSICULTURA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1212,Departamento,Partido de Olavarría,Partido,Olavarría,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1367,Departamento,Departamento Paraná,Departamento,Paraná,ENTRE RÍOS,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1517,Departamento,Departamento Paso de los Libres,Departamento,Paso de los Libres,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1298,Departamento,Partido de Patagones,Partido,Patagones,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1149,Departamento,Departamento Patiño,Departamento,Patiño,FORMOSA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1207,Departamento,Partido de Pehuajó,Partido,Pehuajó,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1131,Departamento,Partido de Pellegrini,Partido,Pellegrini,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1159,Departamento,Partido de Pergamino,Partido,Pergamino,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1346,Departamento,Partido de Pila,Partido,Pila,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1120,Departamento,Departamento Pilagás,Departamento,Pilagás,FORMOSA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1224,Departamento,Partido de Pilar,Partido,Pilar,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1293,Departamento,Departamento Pilcomayo,Departamento,Pilcomayo,FORMOSA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1085,Departamento,Partido de Pinamar,Partido,Pinamar,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1122,Departamento,Departamento Pirané,Departamento,Pirané,FORMOSA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,1552,Departamento,Departamento Pocho,Departamento,Pocho,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1158,Departamento,Departamento Presidencia de la Plaza,Departamento,Presidencia de la Plaza,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1201,Departamento,Partido de Presidente Perón,Partido,Presidente Perón,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1538,Departamento,Departamento Presidente Roque Sáenz Peña,Departamento,Presidente Roque Sáenz Peña,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1132,Departamento,Partido de Puán,Partido,Puán,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,1446,Departamento,Departamento Puelén,Departamento,Puelén,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,1529,Departamento,Departamento Punilla,Departamento,Punilla,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1112,Departamento,Partido de Punta Indio,Partido,Punta Indio,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1473,Departamento,Departamento Quemú Quemú,Departamento,Quemú Quemú,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1250,Departamento,Partido de Quilmes,Partido,Quilmes,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1157,Departamento,Departamento Quitilipi,Departamento,Quitilipi,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1274,Departamento,Partido de Ramallo,Partido,Ramallo,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1312,Departamento,Departamento Ramón Lista,Departamento,Ramón Lista,FORMOSA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1434,Departamento,Departamento Rancul,Departamento,Rancul,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1096,Departamento,Partido de Rauch,Partido,Rauch,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1440,Departamento,Departamento Realicó,Departamento,Realicó,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1537,Departamento,Departamento Río Cuarto,Departamento,Río Cuarto,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,1549,Departamento,Departamento Río Primero,Departamento,Río Primero,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1540,Departamento,Departamento Río Seco,Departamento,Río Seco,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,1533,Departamento,Departamento Río Segundo,Departamento,Río Segundo,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1456,Departamento,Partido de Rivadavia,Partido,Rivadavia,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1066,Departamento,Partido de Rojas,Partido,Rojas,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1211,Departamento,Partido de Roque Pérez,Partido,Roque Pérez,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1426,Departamento,Departamento Rosario,Departamento,Rosario,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1268,Departamento,Partido de Saavedra,Partido,Saavedra,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1509,Departamento,Departamento Saladas,Departamento,Saladas,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1064,Departamento,Partido de Saladillo,Partido,Saladillo,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1097,Departamento,Partido de Salliqueló,Partido,Salliqueló,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1218,Departamento,Partido de Salto,Partido,Salto,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,1532,Departamento,Departamento San Alberto,Departamento,San Alberto,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1221,Departamento,Partido de San Andrés de Giles,Partido,San Andrés de Giles,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1069,Departamento,Partido de San Antonio de Areco,Partido,San Antonio de Areco,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1102,Departamento,Partido de San Cayetano,Partido,San Cayetano,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1525,Departamento,Departamento San Cosme,Departamento,San Cosme,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1468,Departamento,Departamento San Cristóbal,Departamento,San Cristóbal,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1450,Departamento,Partido de San Fernando,Partido,San Fernando,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1317,Departamento,Departamento San Fernando,Departamento,San Fernando,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1480,Departamento,Departamento San Ignacio,Departamento,San Ignacio,MISIONES,PSICULTURA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1264,Departamento,Partido de San Isidro,Partido,San Isidro,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1470,Departamento,Departamento San Javier,Departamento,San Javier,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1487,Departamento,Departamento San Javier,Departamento,San Javier,MISIONES,PSICULTURA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,1548,Departamento,Departamento San Javier,Departamento,San Javier,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1478,Departamento,Departamento San Jerónimo,Departamento,San Jerónimo,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1429,Departamento,Departamento San Justo,Departamento,San Justo,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,1534,Departamento,Departamento San Justo,Departamento,San Justo,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1465,Departamento,Departamento San Lorenzo,Departamento,San Lorenzo,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1318,Departamento,Departamento San Lorenzo,Departamento,San Lorenzo,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1502,Departamento,Departamento San Luis del Palmar,Departamento,San Luis del Palmar,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1454,Departamento,Departamento San Martín,Departamento,San Martín,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1518,Departamento,Departamento San Martín,Departamento,San Martín,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1220,Departamento,Partido de San Miguel,Partido,San Miguel,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1521,Departamento,Departamento San Miguel,Departamento,San Miguel,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1275,Departamento,Partido de San Nicolás,Partido,San Nicolás,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1305,Departamento,Partido de San Pedro,Partido,San Pedro,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1491,Departamento,Departamento San Pedro,Departamento,San Pedro,MISIONES,PSICULTURA,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1506,Departamento,Departamento San Roque,Departamento,San Roque,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1362,Departamento,Departamento San Salvador,Departamento,San Salvador,ENTRE RÍOS,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1247,Departamento,Partido de San Vicente,Partido,San Vicente,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1530,Departamento,Departamento Santa María,Departamento,Santa María,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1520,Departamento,Departamento Santo Tomé,Departamento,Santo Tomé,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1160,Departamento,Departamento Sargento Cabral,Departamento,Sargento Cabral,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1514,Departamento,Departamento Sauce,Departamento,Sauce,CORRIENTES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1541,Departamento,Departamento Sobremonte,Departamento,Sobremonte,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1234,Departamento,Partido de Suipacha,Partido,Suipacha,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1364,Departamento,Departamento Tala,Departamento,Tala,ENTRE RÍOS,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1077,Departamento,Partido de Tandil,Partido,Tandil,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1254,Departamento,Partido de Tapalqué,Partido,Tapalqué,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1156,Departamento,Departamento Tapenagá,Departamento,Tapenagá,CHACO,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1536,Departamento,Departamento Tercero Arriba,Departamento,Tercero Arriba,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
